question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
17300,2,2,number,number,number,number
17323,2,2,number,number,number,number
17341,2,2,number,number,number,number
17372,2,2,number,number,number,number
17387,2,3,number,number,number,number
17411,2,3,number,number,number,number
17432,2,2,number,number,number,number
17458,2,2,number,number,number,number
17470,2,2,number,number,number,number
17480,1,1,number,number,number,number
17492,2,2,number,number,number,number
17495,2,3,number,number,number,number
17514,2,2,number,number,number,number
17533,2,2,number,number,number,number
17543,2,2,number,number,number,number
17559,2,2,number,number,number,number
17571,2,2,number,number,number,number
17586,2,1,number,number,number,number
17599,2,3,number,number,number,number
17607,2,3,number,number,number,number
17620,2,2,number,number,number,number
17624,2,2,number,number,number,number
17631,2,4,number,number,number,number
17638,2,2,number,number,number,number
17642,2,2,number,number,number,number
17657,2,2,number,number,number,number
17676,2,2,number,number,number,number
17710,2,2,number,number,number,number
17715,2,1,number,number,number,number
17730,2,2,number,number,number,number
17754,2,4,number,number,number,number
17762,2,2,number,number,number,number
17773,2,3,number,number,number,number
17784,2,2,number,number,number,number
17801,2,2,number,number,number,number
17823,2,2,number,number,number,number
17829,2,2,number,number,number,number
17844,2,1,number,number,number,number
17846,2,2,number,number,number,number
17851,2,2,number,number,number,number
17875,2,1,number,number,number,number
17900,2,3,number,number,number,number
17909,2,1,number,number,number,number
17916,2,2,number,number,number,number
17919,2,2,number,number,number,number
17924,2,3,number,number,number,number
17946,2,2,number,number,number,number
17954,2,2,number,number,number,number
17957,2,2,number,number,number,number
17964,2,1,number,number,number,number
17979,2,2,number,number,number,number
17990,2,3,number,number,number,number
18016,2,2,number,number,number,number
18028,2,2,number,number,number,number
18052,2,2,number,number,number,number
18066,2,many,number,number,number,number
18100,2,3,number,number,number,number
18123,2,2,number,number,number,number
18128,2,2,number,number,number,number
18131,2,group,other,other,number,number
18139,2,3,number,number,number,number
18156,2,3,number,number,number,number
18160,2,2,number,number,number,number
18167,1,1,number,number,number,number
18185,many,group,other,other,number,number
18429,2,3,number,number,number,number
18565,2,2,number,number,number,number
18699,2,3,number,number,number,number
18800,2,3,number,number,number,number
18953,2,2,number,number,number,number
19372,2,1,number,number,number,number
19633,2,2,number,number,number,number
19701,2,2,number,number,number,number
19743,1,2,number,number,number,number
19808,1,1,number,number,number,number
19860,1,1,number,number,number,number
19892,2,many,number,number,number,number
19921,1,1,number,number,number,number
19993,2,2,number,number,number,number
20071,2,2,number,number,number,number
20193,2,1,number,number,number,number
20212,2,2,number,number,number,number
20322,2,1,number,number,number,number
20488,2,2,number,number,number,number
20579,yes,yes,yes/no,yes/no,yes/no,yes/no
20598,no,no,yes/no,yes/no,yes/no,yes/no
20613,yes,yes,yes/no,yes/no,yes/no,yes/no
20692,yes,yes,yes/no,yes/no,yes/no,yes/no
20831,yes,yes,yes/no,yes/no,yes/no,yes/no
20867,yes,yes,yes/no,yes/no,yes/no,yes/no
20992,yes,yes,yes/no,yes/no,yes/no,yes/no
21028,yes,yes,yes/no,yes/no,yes/no,yes/no
21116,no,yes,yes/no,yes/no,yes/no,yes/no
21222,standing,standing,other,action,action,other
21275,brown,brown,other,color,color,other
21306,yes,yes,yes/no,yes/no,yes/no,yes/no
21346,no,no,yes/no,yes/no,yes/no,yes/no
21425,yes,yes,yes/no,yes/no,yes/no,yes/no
21445,yes,yes,yes/no,yes/no,yes/no,yes/no
21515,outside,outside,other,location,location,other
21532,standing,standing,other,action,action,other
21549,yes,yes,yes/no,yes/no,yes/no,yes/no
21580,sitting,sitting,other,action,action,other
21645,yes,yes,yes/no,yes/no,yes/no,yes/no
21799,open,open,other,action,action,other
21853,open,open,other,action,action,other
21867,open,open,other,action,action,other
21953,yes,yes,yes/no,yes/no,yes/no,yes/no
21991,yes,yes,yes/no,yes/no,yes/no,yes/no
22012,yes,yes,yes/no,yes/no,yes/no,yes/no
22097,standing,standing,other,action,action,other
22114,yes,yes,yes/no,yes/no,yes/no,yes/no
22134,green,green,other,color,color,other
22190,no,no,yes/no,yes/no,yes/no,yes/no
22247,outside,outside,other,location,location,other
22357,yes,yes,yes/no,yes/no,yes/no,yes/no
22527,yes,yes,yes/no,yes/no,yes/no,yes/no
22747,no,no,yes/no,yes/no,yes/no,yes/no
22846,outside,inside,other,location,location,other
22867,no,yes,yes/no,yes/no,yes/no,yes/no
22883,rectangular,window,other,object,other,other
22902,yes,yes,yes/no,yes/no,yes/no,yes/no
22928,left,left,other,location,location,other
23099,standing,standing,other,action,action,other
23226,standing,standing,other,action,action,other
23433,sitting,sitting,other,action,action,other
23521,sitting,standing,other,action,action,other
23564,standing,sitting,other,action,action,other
23655,standing,standing,other,action,action,other
23678,yes,yes,yes/no,yes/no,yes/no,yes/no
23716,yes,yes,yes/no,yes/no,yes/no,yes/no
23741,yes,yes,yes/no,yes/no,yes/no,yes/no
23829,yes,yes,yes/no,yes/no,yes/no,yes/no
23945,yes,yes,yes/no,yes/no,yes/no,yes/no
24078,yes,yes,yes/no,yes/no,yes/no,yes/no
24194,no,yes,yes/no,yes/no,yes/no,yes/no
24305,standing,standing,other,action,action,other
24383,yes,yes,yes/no,yes/no,yes/no,yes/no
24458,yes,yes,yes/no,yes/no,yes/no,yes/no
24574,sitting,standing,other,action,action,other
24625,outside,inside,other,location,location,other
24669,left,right,other,color,location,other
24702,standing,standing,other,action,action,other
24789,standing,standing,other,action,action,other
24813,standing,sitting,other,action,action,other
24848,standing,standing,other,action,action,other
24854,standing,standing,other,action,action,other
24878,happy,sleeping,other,action,other,other
24906,yes,yes,yes/no,yes/no,yes/no,yes/no
24936,floor,floor,other,object,object,other
24990,standing,sitting,other,action,action,other
25046,standing,sitting,other,action,action,other
25115,sitting,standing,other,action,action,other
25172,standing,standing,other,action,action,other
25285,no,yes,yes/no,yes/no,yes/no,yes/no
25324,yes,yes,yes/no,yes/no,yes/no,yes/no
25355,yes,no,yes/no,yes/no,yes/no,yes/no
25379,background,background,other,other,other,other
25453,dark,dark,other,color,color,other
25469,no,no,yes/no,yes/no,yes/no,yes/no
25477,no,no,yes/no,yes/no,yes/no,yes/no
25506,brick,tiles,other,object,color,other
25553,yes,yes,yes/no,yes/no,yes/no,yes/no
25602,yes,no,yes/no,yes/no,yes/no,yes/no
25613,yes,yes,yes/no,yes/no,yes/no,yes/no
25667,blue,blue,other,color,color,other
25703,yes,yes,yes/no,yes/no,yes/no,yes/no
25755,yes,yes,yes/no,yes/no,yes/no,yes/no
25782,no,yes,yes/no,yes/no,yes/no,yes/no
25839,left,right,other,color,location,other
25888,yes,no,yes/no,yes/no,yes/no,yes/no
25906,big,big,other,other,other,other
25918,yes,yes,yes/no,yes/no,yes/no,yes/no
25940,yes,yes,yes/no,yes/no,yes/no,yes/no
25954,yes,yes,yes/no,yes/no,yes/no,yes/no
25978,no,no,yes/no,yes/no,yes/no,yes/no
26037,purple,purple,other,color,color,other
26053,open,open,other,action,action,other
26075,yes,yes,yes/no,yes/no,yes/no,yes/no
26168,no,no,yes/no,yes/no,yes/no,yes/no
26220,standing,standing,other,action,action,other
26505,yes,yes,yes/no,yes/no,yes/no,yes/no
26541,yes,yes,yes/no,yes/no,yes/no,yes/no
26566,yes,yes,yes/no,yes/no,yes/no,yes/no
26618,yes,yes,yes/no,yes/no,yes/no,yes/no
26765,no,yes,yes/no,yes/no,yes/no,yes/no
26806,yes,yes,yes/no,yes/no,yes/no,yes/no
26863,yes,yes,yes/no,yes/no,yes/no,yes/no
26935,yes,yes,yes/no,yes/no,yes/no,yes/no
26952,yes,yes,yes/no,yes/no,yes/no,yes/no
26965,yes,yes,yes/no,yes/no,yes/no,yes/no
26976,yes,yes,yes/no,yes/no,yes/no,yes/no
26989,yes,yes,yes/no,yes/no,yes/no,yes/no
27017,yes,yes,yes/no,yes/no,yes/no,yes/no
27076,yes,yes,yes/no,yes/no,yes/no,yes/no
27083,yes,yes,yes/no,yes/no,yes/no,yes/no
27109,yes,yes,yes/no,yes/no,yes/no,yes/no
27130,yes,yes,yes/no,yes/no,yes/no,yes/no
27173,yes,yes,yes/no,yes/no,yes/no,yes/no
27214,yes,yes,yes/no,yes/no,yes/no,yes/no
27224,yes,yes,yes/no,yes/no,yes/no,yes/no
27237,yes,yes,yes/no,yes/no,yes/no,yes/no
27270,yes,yes,yes/no,yes/no,yes/no,yes/no
27311,yes,yes,yes/no,yes/no,yes/no,yes/no
27385,yes,yes,yes/no,yes/no,yes/no,yes/no
27421,yes,yes,yes/no,yes/no,yes/no,yes/no
27457,yes,yes,yes/no,yes/no,yes/no,yes/no
27463,yes,no,yes/no,yes/no,yes/no,yes/no
27504,yes,yes,yes/no,yes/no,yes/no,yes/no
27516,yes,yes,yes/no,yes/no,yes/no,yes/no
27539,yes,yes,yes/no,yes/no,yes/no,yes/no
27548,yes,yes,yes/no,yes/no,yes/no,yes/no
27647,yes,yes,yes/no,yes/no,yes/no,yes/no
27664,yes,yes,yes/no,yes/no,yes/no,yes/no
27700,yes,yes,yes/no,yes/no,yes/no,yes/no
27738,yes,no,yes/no,yes/no,yes/no,yes/no
27754,yes,yes,yes/no,yes/no,yes/no,yes/no
27848,yes,yes,yes/no,yes/no,yes/no,yes/no
27894,yes,yes,yes/no,yes/no,yes/no,yes/no
27935,yes,yes,yes/no,yes/no,yes/no,yes/no
27966,yes,yes,yes/no,yes/no,yes/no,yes/no
28058,yes,yes,yes/no,yes/no,yes/no,yes/no
28088,yes,yes,yes/no,yes/no,yes/no,yes/no
28113,yes,yes,yes/no,yes/no,yes/no,yes/no
28132,yes,yes,yes/no,yes/no,yes/no,yes/no
28184,yes,yes,yes/no,yes/no,yes/no,yes/no
28196,yes,yes,yes/no,yes/no,yes/no,yes/no
28210,yes,yes,yes/no,yes/no,yes/no,yes/no
28241,yes,yes,yes/no,yes/no,yes/no,yes/no
28250,yes,yes,yes/no,yes/no,yes/no,yes/no
28265,yes,yes,yes/no,yes/no,yes/no,yes/no
28280,yes,yes,yes/no,yes/no,yes/no,yes/no
28305,yes,yes,yes/no,yes/no,yes/no,yes/no
28346,yes,yes,yes/no,yes/no,yes/no,yes/no
28438,yes,yes,yes/no,yes/no,yes/no,yes/no
28449,yes,yes,yes/no,yes/no,yes/no,yes/no
28456,yes,yes,yes/no,yes/no,yes/no,yes/no
28472,yes,yes,yes/no,yes/no,yes/no,yes/no
28500,yes,yes,yes/no,yes/no,yes/no,yes/no
28548,yes,yes,yes/no,yes/no,yes/no,yes/no
28563,yes,yes,yes/no,yes/no,yes/no,yes/no
28576,yes,yes,yes/no,yes/no,yes/no,yes/no
28582,yes,yes,yes/no,yes/no,yes/no,yes/no
28603,yes,yes,yes/no,yes/no,yes/no,yes/no
28617,yes,yes,yes/no,yes/no,yes/no,yes/no
28656,yes,yes,yes/no,yes/no,yes/no,yes/no
28715,yes,yes,yes/no,yes/no,yes/no,yes/no
28742,yes,yes,yes/no,yes/no,yes/no,yes/no
28756,yes,yes,yes/no,yes/no,yes/no,yes/no
28815,yes,yes,yes/no,yes/no,yes/no,yes/no
28825,yes,yes,yes/no,yes/no,yes/no,yes/no
28843,yes,yes,yes/no,yes/no,yes/no,yes/no
28874,yes,yes,yes/no,yes/no,yes/no,yes/no
28911,yes,yes,yes/no,yes/no,yes/no,yes/no
28944,yes,yes,yes/no,yes/no,yes/no,yes/no
28970,yes,yes,yes/no,yes/no,yes/no,yes/no
28974,yes,yes,yes/no,yes/no,yes/no,yes/no
28982,yes,yes,yes/no,yes/no,yes/no,yes/no
28989,yes,yes,yes/no,yes/no,yes/no,yes/no
28994,yes,yes,yes/no,yes/no,yes/no,yes/no
29005,yes,yes,yes/no,yes/no,yes/no,yes/no
29035,yes,yes,yes/no,yes/no,yes/no,yes/no
29067,yes,yes,yes/no,yes/no,yes/no,yes/no
29087,yes,yes,yes/no,yes/no,yes/no,yes/no
29105,yes,yes,yes/no,yes/no,yes/no,yes/no
29121,yes,yes,yes/no,yes/no,yes/no,yes/no
29155,yes,yes,yes/no,yes/no,yes/no,yes/no
29169,yes,yes,yes/no,yes/no,yes/no,yes/no
29182,yes,yes,yes/no,yes/no,yes/no,yes/no
29195,yes,yes,yes/no,yes/no,yes/no,yes/no
29230,yes,yes,yes/no,yes/no,yes/no,yes/no
29248,yes,yes,yes/no,yes/no,yes/no,yes/no
29253,yes,yes,yes/no,yes/no,yes/no,yes/no
29273,yes,yes,yes/no,yes/no,yes/no,yes/no
29305,yes,yes,yes/no,yes/no,yes/no,yes/no
29319,yes,yes,yes/no,yes/no,yes/no,yes/no
29333,yes,yes,yes/no,yes/no,yes/no,yes/no
29357,yes,yes,yes/no,yes/no,yes/no,yes/no
29371,yes,yes,yes/no,yes/no,yes/no,yes/no
29405,yes,yes,yes/no,yes/no,yes/no,yes/no
29424,inside,group,other,other,location,other
29443,yes,yes,yes/no,yes/no,yes/no,yes/no
29461,yes,yes,yes/no,yes/no,yes/no,yes/no
29481,yes,yes,yes/no,yes/no,yes/no,yes/no
29492,yes,yes,yes/no,yes/no,yes/no,yes/no
29500,yes,yes,yes/no,yes/no,yes/no,yes/no
29527,yes,yes,yes/no,yes/no,yes/no,yes/no
29580,yes,yes,yes/no,yes/no,yes/no,yes/no
29588,yes,yes,yes/no,yes/no,yes/no,yes/no
29629,yes,yes,yes/no,yes/no,yes/no,yes/no
29678,yes,yes,yes/no,yes/no,yes/no,yes/no
29708,yes,yes,yes/no,yes/no,yes/no,yes/no
29761,yes,yes,yes/no,yes/no,yes/no,yes/no
29805,yes,yes,yes/no,yes/no,yes/no,yes/no
29844,yes,yes,yes/no,yes/no,yes/no,yes/no
29867,yes,yes,yes/no,yes/no,yes/no,yes/no
29874,yes,yes,yes/no,yes/no,yes/no,yes/no
29887,yes,yes,yes/no,yes/no,yes/no,yes/no
29902,yes,yes,yes/no,yes/no,yes/no,yes/no
29917,yes,yes,yes/no,yes/no,yes/no,yes/no
29926,yes,yes,yes/no,yes/no,yes/no,yes/no
29946,yes,yes,yes/no,yes/no,yes/no,yes/no
29974,yes,yes,yes/no,yes/no,yes/no,yes/no
29988,yes,yes,yes/no,yes/no,yes/no,yes/no
30012,yes,yes,yes/no,yes/no,yes/no,yes/no
30043,yes,yes,yes/no,yes/no,yes/no,yes/no
30058,yes,yes,yes/no,yes/no,yes/no,yes/no
30065,yes,yes,yes/no,yes/no,yes/no,yes/no
30086,yes,yes,yes/no,yes/no,yes/no,yes/no
30097,yes,yes,yes/no,yes/no,yes/no,yes/no
30138,yes,yes,yes/no,yes/no,yes/no,yes/no
30165,yes,yes,yes/no,yes/no,yes/no,yes/no
30179,yes,yes,yes/no,yes/no,yes/no,yes/no
30194,yes,yes,yes/no,yes/no,yes/no,yes/no
30212,yes,yes,yes/no,yes/no,yes/no,yes/no
30266,yes,yes,yes/no,yes/no,yes/no,yes/no
30282,yes,yes,yes/no,yes/no,yes/no,yes/no
30312,yes,yes,yes/no,yes/no,yes/no,yes/no
30354,yes,yes,yes/no,yes/no,yes/no,yes/no
30357,yes,yes,yes/no,yes/no,yes/no,yes/no
30371,yes,yes,yes/no,yes/no,yes/no,yes/no
30516,yes,yes,yes/no,yes/no,yes/no,yes/no
30536,yes,yes,yes/no,yes/no,yes/no,yes/no
30562,yes,yes,yes/no,yes/no,yes/no,yes/no
30574,yes,yes,yes/no,yes/no,yes/no,yes/no
30633,yes,yes,yes/no,yes/no,yes/no,yes/no
30682,yes,yes,yes/no,yes/no,yes/no,yes/no
30705,yes,yes,yes/no,yes/no,yes/no,yes/no
30753,yes,yes,yes/no,yes/no,yes/no,yes/no
30774,yes,yes,yes/no,yes/no,yes/no,yes/no
30802,yes,yes,yes/no,yes/no,yes/no,yes/no
30818,yes,yes,yes/no,yes/no,yes/no,yes/no
30848,yes,yes,yes/no,yes/no,yes/no,yes/no
30860,yes,yes,yes/no,yes/no,yes/no,yes/no
30865,yes,yes,yes/no,yes/no,yes/no,yes/no
30880,yes,yes,yes/no,yes/no,yes/no,yes/no
30903,yes,yes,yes/no,yes/no,yes/no,yes/no
30930,yes,yes,yes/no,yes/no,yes/no,yes/no
30955,yes,yes,yes/no,yes/no,yes/no,yes/no
31005,yes,yes,yes/no,yes/no,yes/no,yes/no
31082,yes,yes,yes/no,yes/no,yes/no,yes/no
31129,yes,yes,yes/no,yes/no,yes/no,yes/no
31142,yes,yes,yes/no,yes/no,yes/no,yes/no
31185,yes,yes,yes/no,yes/no,yes/no,yes/no
31265,yes,yes,yes/no,yes/no,yes/no,yes/no
31315,yes,yes,yes/no,yes/no,yes/no,yes/no
31353,yes,yes,yes/no,yes/no,yes/no,yes/no
